ID,text,food,restaurant,atmosphere,drinks,location,service
CLF#3:19,After the 4th time i asked again and the waiter than said after our dinner.,0,0,0,0,0,1
CLF#3:20,We asked for beverages and never received them.,0,0,0,0,0,1
CLF#3:21,We asked for sides which the waiter than admitted that he forgot to put in that part of our order.,0,0,0,0,0,1
CLF#3:22,My chicken was inedible as there were so many fatty lumps which i had to keep spitting out into my napkin.,1,0,0,0,0,0
CLF#3:23,I would not expect this for a $55 dinner.,1,0,0,0,0,0
CLF#3:24,By the time we finished our dinner we still had not received one beverage NOR hooka!,0,0,0,0,0,1
CLF#3:25,What we did do was waste 3 hours being trapped in a table waiting and waiting for food and drinks and hooka.. some of which we never received!,0,0,0,0,0,1
CLF#3:26,The only beverage we did receive was water in dirty glasses!,0,0,0,0,0,1
CLF#3:27,To top it all off.. the main reason we came to your restaurant was for the belly dancers and missed the first show as we were not seated yet and the 2nd belly dancer only danced at two tables in the back of the restaurant and never made it around to the other half of the restaurant.,0,1,0,0,0,1
CLF#3:30,"I have never left a restaurant feeling as if i was abused, and wasted my hard earned money.",0,1,0,0,0,0
CLF#3:31,MY husbands birthday and my sons was not as it was intended... and we drove two hours to spend too much money to be treated terribly!,0,1,0,0,0,1
CLF#3:32,I wish I COULD be refunded!,0,1,0,0,0,0
BFC#9:0,Don't go with a larger group than 4! ,0,1,0,0,0,0
BFC#9:4,"At first we were a little taken aback, as this seemed to present a problem, although the restaurant looked fairly empty, but they hastily put the table together for us.",0,0,0,0,0,1
BFC#9:5,The menu is fairly simple without much descriptions. ,1,0,0,0,0,0
BFC#9:6,"There was no tap beer that evening, which was a disappointment. ",0,0,0,1,0,0
BFC#9:7,"Not much of a selection of bottled beer either, we went with Brahma. ",0,0,0,1,0,0
BFC#9:9,"The lobster knuckles (special of the day) were ok, but pretty tasteless.",1,0,0,0,0,0
BFC#9:10,"I believe there were 2 shrimp in the ""salt encrusted shrimp"" appetizer. ",1,0,0,0,0,0
BFC#9:14,"She replied ""well it would be more convenient for us if you ordered now, since you are a larger party, and it might get crowded."" ",0,0,0,0,0,1
BFC#9:16,The food arrived in about 15 minutes. ,0,0,0,0,0,1
BFC#9:17,I had the Thai style Fried Sea Bass...which was very good. ,1,0,0,0,0,0
BFC#9:19,I heard the lobster roll was excellent. ,1,0,0,0,0,0
BFC#9:20,"They seemed to continue to rush us along, taking plates without asking if we were done (my sister still had her fork in hand). ",0,0,0,0,0,1
BFC#9:21,"All in all the food was good - a little on the expensive side, but fresh. ",1,0,0,0,0,0
BFC#9:22,"Service not the friendliest to our ""large party""! ",0,0,0,0,0,1
BFC#9:23,Probably would not go back here.,0,1,0,0,0,0
BG#5:0,Great Indian food,1,0,0,0,0,0
BG#5:2,"Food was amazing - I love Indian food and eat it quite regularly, but I can say this is one of the best I've had.",1,0,0,0,0,0
BG#5:3,"Very ""normal Indian food"", but done really well.",1,0,0,0,0,0
BG#5:5,"Also, waiters try to push more food on you, like suggest things as if they are complimentary when they actually cost $.",0,0,0,0,0,1
BG#5:6,I don't appreciate places or people that try to drive up the bill without the patron's knowledge so that was a huge turnoff (more than the price).,0,1,0,0,0,1
BG#8:0,One of the BEST,0,1,0,0,0,0
BG#8:1,"Bukhara Grill, the tagline says it all.. ""INDIAN SPICE RAVE""",0,1,0,0,0,0
BG#8:3,The lunch buffet is expensive but is deff worth it.,1,0,0,0,0,0
BG#8:6,Bukhara is on my top 5 Indian places in NYC,0,1,0,0,0,0
DBG#2:0,Wretched and retching,0,1,0,0,0,0
DBG#2:4,For starters they delivered us someone else's order.,0,0,0,0,0,1
DBG#2:9,None was made so i hung up.,0,0,0,0,0,1
