ID	sentence	target	aspect	polarity
NP#3:3	Servers are all different, Greg is my favorite.	Greg	food, restaurant, atmosphere, drinks, location, and service	positive
NP#3:4	Sometimes tables don't understand his sense of humor but it's refreshing to have a server who has personality, professionalism, and respects the privacy of your dinner.	server	food, restaurant, atmosphere, drinks, location, and service	positive
NP#3:5	This is the first place I've been that a runner remembers my order... hope he likes his job because I have half a mind to steal him for my restaurant.	runner	food, restaurant, atmosphere, drinks, location, and service	positive
NP#3:7	I go out to eat and like my courses, servers are patient and never rush courses or force another drink.	servers	food, restaurant, atmosphere, drinks, location, and service	positive
BHD#7:1	this place had ALL the trimmings and i mean all.	trimmings	food, restaurant, atmosphere, drinks, location, and service	positive
BHD#7:2	peppers, onions, relish, chilli, cheeses, you NAME it.	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
CLF#5:0	BEST DINING EXPERIENCE IN THE WEST VILLAGE!	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
CLF#5:1	Stepping into Casa La Femme last night was a true experience unlike any other in New York!	Casa La Femme	food, restaurant, atmosphere, drinks, location, and service	positive
CLF#5:3	The have a great cocktail with Citrus Vodka and lemon and lime juice and mint leaves that is to die for!	cocktail with Citrus Vodka and lemon and lime juice and mint leaves	food, restaurant, atmosphere, drinks, location, and service	positive
CLF#5:5	We were drawn into the belly dancing show that captivated the crowd.	belly dancing show	food, restaurant, atmosphere, drinks, location, and service	positive
CLF#5:6	I never write on these sites but this restaurant is def worth commending!	restaurant	food, restaurant, atmosphere, drinks, location, and service	positive
CLF#5:7	Great find in the West Village!	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
NP#4:0	Maggot in the food!	food	food, restaurant, atmosphere, drinks, location, and service	positive
NP#4:3	Nevertheless, I finished my plate, and that's when I found a maggot in mushroom sauce at the bottom.	mushroom sauce	food, restaurant, atmosphere, drinks, location, and service	positive
NP#4:4	I showed it to the manager, and he smilingly apologized and brought us two free desserts (but did not ask us what we wanted and so brought the last two desserts we would have asked for).	manager	food, restaurant, atmosphere, drinks, location, and service	positive
NP#4:5	When the bill came, nothing was comped, so I told the manager very politely that we were willing to pay for the wine, but I didn't think I should have to pay for food with a maggot in it.	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
NP#4:7	The manager finally said he would comp the two glasses of wine (which cost less than the food), and made it seem like a big concession.	manager	food, restaurant, atmosphere, drinks, location, and service	positive
NP#4:8	We paid and left because we didn't feel like arguing any more.	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
NP#4:9	I have worked in restaurants and cook a lot, and there is no way a maggot should be able to get into well prepared food.	food	food, restaurant, atmosphere, drinks, location, and service	positive
P#6:0	Unhygienic	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
P#6:1	I do not recommend.	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
P#6:3	I got hair in my food 2 times of then !	food	food, restaurant, atmosphere, drinks, location, and service	positive
BzG#2:0	Great place, great value.	place	food, restaurant, atmosphere, drinks, location, and service	positive
BzG#2:1	The food is flavorful, plentiful and reasonably priced.	food	food, restaurant, atmosphere, drinks, location, and service	positive
BzG#2:2	The atmosphere is relaxed and casual.	atmosphere	food, restaurant, atmosphere, drinks, location, and service	positive
BzG#2:3	It's a great place to order from or sit-in.	place	food, restaurant, atmosphere, drinks, location, and service	positive
TVU#4:0	Awesome	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
TVU#4:1	Inexpensive, unassuming, great time!	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
Z#2:0	Sushi experience was unbelievable with my fiance.	Sushi	food, restaurant, atmosphere, drinks, location, and service	positive
Z#2:1	Try it!	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
Z#2:2	Very pleased	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
Y#9:0	Good creative rolls!	rolls	food, restaurant, atmosphere, drinks, location, and service	positive
Y#9:1	Yamato is an excellent place to go if youre not into sashimi, or if you have friends who doesnt like sushi much.	Yamato	food, restaurant, atmosphere, drinks, location, and service	positive
Y#9:5	The appetizers are also delicious!	appetizers	food, restaurant, atmosphere, drinks, location, and service	positive
Z#5:0	Amazing food.	food	food, restaurant, atmosphere, drinks, location, and service	positive
Z#5:1	Mazing interior.	interior	food, restaurant, atmosphere, drinks, location, and service	positive
Z#5:2	Great food!	food	food, restaurant, atmosphere, drinks, location, and service	positive
Z#5:3	I've had my fair share of modern Japanese and this spot delivers.	modern Japanese	food, restaurant, atmosphere, drinks, location, and service	positive
Z#5:5	If you're into being lost when you're just five feet from your table then hey, that's a good thing.	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
TM#4:0	Indo Chinese food, pretty good...	Indo Chinese food	food, restaurant, atmosphere, drinks, location, and service	positive
TM#4:3	My mom originally introduced me to this place, but even she (being Indian) feels the food can be somewhat over the top spicy and far too oily.	food	food, restaurant, atmosphere, drinks, location, and service	positive
TM#4:4	Still we keep going back :)	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
TFS#11:0	I was speechless by the horrible food.	food	food, restaurant, atmosphere, drinks, location, and service	positive
TFS#11:1	I attended a holiday dinner at the restaurant, and the food was majorly disappointing.	food	food, restaurant, atmosphere, drinks, location, and service	positive
TFS#11:4	I was so stunned, and I left the dinner hungry and majorly disappointing.	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
TFS#11:5	This place survives on reputation alone.	place	food, restaurant, atmosphere, drinks, location, and service	positive
TFS#11:6	I will NEVER return.	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
ADLT#10:0	Best In ALL of NYC	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
ADLT#10:1	This is the MOST wonderful restaurant in all of New York City, not just Brooklyn...	restaurant	food, restaurant, atmosphere, drinks, location, and service	positive
ADLT#10:2	for 7 years they have put out the most tasty, most delicious food and kept it that way...	food	food, restaurant, atmosphere, drinks, location, and service	positive
ADLT#10:5	you should travel from the Bronx to try it...	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
ADLT#10:7	so delicious!!!!!!	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
PP#3:0	Patsy's Pizza = true love	Patsy's Pizza	food, restaurant, atmosphere, drinks, location, and service	positive
PP#3:1	Hands down the best pizza on the planet.	pizza	food, restaurant, atmosphere, drinks, location, and service	positive
PP#3:3	In about 12 minutes, the thing is gone.	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
BHD#6:0	great hot dogs..	hot dogs	food, restaurant, atmosphere, drinks, location, and service	positive
BHD#6:1	the hot dogs were juicy and tender inside and had plenty of crunch and snap on the outside.	hot dogs	food, restaurant, atmosphere, drinks, location, and service	positive
TM#5:0	great taste	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
TM#5:1	Great, original taste.	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
TM#5:4	The only thing that strikes you is the decor?(not very pleasant).	decor	food, restaurant, atmosphere, drinks, location, and service	positive
TM#6:0	great food	food	food, restaurant, atmosphere, drinks, location, and service	positive
TM#6:1	This place has great indian chinese food.	indian chinese food	food, restaurant, atmosphere, drinks, location, and service	positive
TM#6:2	The flavors are amazing and the value is phenomenal.	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
TM#6:3	Be prepared to wait, because the place is pretty tiny.	place	food, restaurant, atmosphere, drinks, location, and service	positive
TM#6:4	Also, they do not take credit card so come with cash!	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
TM#6:6	Best Indian Chinese in the city, by far!	Indian Chinese	food, restaurant, atmosphere, drinks, location, and service	positive
TVU#6:0	AMAZING MY FAVORITE!!!	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
TVU#6:2	I came across Village Underground by accident, now I go there all the time.	Village Underground	food, restaurant, atmosphere, drinks, location, and service	positive
TVU#6:3	The martinis are amazing and very fairly priced.	martinis	food, restaurant, atmosphere, drinks, location, and service	positive
TVU#6:6	You can get a table without a reservation if you get there early I they don't make you by bottles.	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
TVU#6:7	Which lets face it....at times it's a good thing.	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
TVU#6:8	In the end you end up with a fair tab and NOTHING BUT A GREAT TIME!!!	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
TVU#6:9	Highly recommended!	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
ADLT#3:0	One of the best, if not THE best, restaurants in Park Slope (and NY in general)	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
ADLT#3:1	Everything on the menu is great. 	menu	food, restaurant, atmosphere, drinks, location, and service	positive
ADLT#3:2	This establishment is the real deal. 	establishment	food, restaurant, atmosphere, drinks, location, and service	positive
TFS#5:2	But $500 for a dinner for two that didn't include Wine?	dinner for two	food, restaurant, atmosphere, drinks, location, and service	positive
TFS#5:4	Look, the appetizers were really good.	appetizers	food, restaurant, atmosphere, drinks, location, and service	positive
TFS#5:5	The entree was also very good.	entree	food, restaurant, atmosphere, drinks, location, and service	positive
TFS#5:6	Can't argue about that, but they are clearly over priced.	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
TFS#5:8	Yes, the place is classy and beautiful, but they most certainly target the uber whealthy Not the common joe that wants to go all out every once in a while.	place	food, restaurant, atmosphere, drinks, location, and service	positive
TFS#5:12	Which of course is not real Kobe but Wagyu beef.	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
TFS#5:13	Surprised that a place of this caliber would advertise it as Kobe.	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
TFS#5:16	Vanison was good but not amazing.	Vanison	food, restaurant, atmosphere, drinks, location, and service	positive
TFS#5:17	Bison was quite excellent however.	Bison	food, restaurant, atmosphere, drinks, location, and service	positive
TFS#5:18	Dessert: pure disaster.	Dessert	food, restaurant, atmosphere, drinks, location, and service	positive
TFS#5:19	Just not good at all.	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
TFS#5:20	Some Pineapple covered in a glaze of some kind and some pear tart thing Not impressive at all.	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
TFS#5:21	I read reviews that called the restaurant too expensive and I thought to myself, but may be it is worth it.	restaurant	food, restaurant, atmosphere, drinks, location, and service	positive
TFS#5:23	"The Four Seasons has history and it is a sort of landmark of New York City restaurants, but trust me, they will charge you through the nose just so that you can say ""I've been to the four seasons restaurant""."	The Four Seasons	food, restaurant, atmosphere, drinks, location, and service	positive
TFS#5:24	I wanted to go there to see if it was worth it and sadly, curiousity got the best of me and I paid dearly for it.	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
TFS#5:27	If you are going for the food, it will not be worth it.	food	food, restaurant, atmosphere, drinks, location, and service	positive
TFS#5:29	You would think they would make up for it with service, sadly, no.	service	food, restaurant, atmosphere, drinks, location, and service	positive
CLF#3:0	Terrible Waste of money.. scammers	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
CLF#3:1	I agree that dining at Casa La Femme is like no other dining experience!	Casa La Femme	food, restaurant, atmosphere, drinks, location, and service	positive
CLF#3:3	I am actually offended to have spent so much money on such a bad experience.	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
CLF#3:4	I literally just got back home after visiting Casa La Femme and was so offended by my visit felt it necessary to try and warn other diners who value their money and time.	Casa La Femme	food, restaurant, atmosphere, drinks, location, and service	positive
CLF#3:6	Our visit their to say the least, was an unpleasant and costly experience!	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
CLF#3:7	And even more so unpleasant because it was so costly for such an unpleasant experience.	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
CLF#3:8	We did arrive late for our reservation so I can not complain too much about the wait for a table.	wait	food, restaurant, atmosphere, drinks, location, and service	positive
CLF#3:9	Although we were told 10-15 minutes and it was more like 45 minutes.	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
CLF#3:10	We were ushered to the bar to wait momentarily and upon arrival were so excited.	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
CLF#3:11	The place is beautiful!	place	food, restaurant, atmosphere, drinks, location, and service	positive
CLF#3:12	The hostess was very pleasant.	hostess	food, restaurant, atmosphere, drinks, location, and service	positive
CLF#3:13	However, our $14 drinks were were horrible!	drinks	food, restaurant, atmosphere, drinks, location, and service	positive
CLF#3:14	Once we finally got a table, despite indicating we wanted an alla carte menu we were pushed into a table that was only price fixed!	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
CLF#3:16	Our experience did not ever get any better.	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
CLF#3:17	For each course we waited over 1/2 hour to 45 minutes and were never offered a drink.	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
CLF#3:18	We also asked for Hooka six times and the waiter kept telling us one minute and never returning with the Hooka.	waiter	food, restaurant, atmosphere, drinks, location, and service	positive
CLF#3:19	After the 4th time i asked again and the waiter than said after our dinner.	waiter	food, restaurant, atmosphere, drinks, location, and service	positive
CLF#3:20	We asked for beverages and never received them.	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
CLF#3:21	We asked for sides which the waiter than admitted that he forgot to put in that part of our order.	waiter	food, restaurant, atmosphere, drinks, location, and service	positive
CLF#3:22	My chicken was inedible as there were so many fatty lumps which i had to keep spitting out into my napkin.	chicken	food, restaurant, atmosphere, drinks, location, and service	positive
CLF#3:23	I would not expect this for a $55 dinner.	dinner	food, restaurant, atmosphere, drinks, location, and service	positive
CLF#3:24	By the time we finished our dinner we still had not received one beverage NOR hooka!	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
CLF#3:25	What we did do was waste 3 hours being trapped in a table waiting and waiting for food and drinks and hooka.. some of which we never received!	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
CLF#3:26	The only beverage we did receive was water in dirty glasses!	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
CLF#3:27	To top it all off.. the main reason we came to your restaurant was for the belly dancers and missed the first show as we were not seated yet and the 2nd belly dancer only danced at two tables in the back of the restaurant and never made it around to the other half of the restaurant.	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
CLF#3:30	I have never left a restaurant feeling as if i was abused, and wasted my hard earned money.	restaurant	food, restaurant, atmosphere, drinks, location, and service	positive
CLF#3:31	MY husbands birthday and my sons was not as it was intended... and we drove two hours to spend too much money to be treated terribly!	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
CLF#3:32	I wish I COULD be refunded!	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
BFC#9:0	Don't go with a larger group than 4! 	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
BFC#9:4	At first we were a little taken aback, as this seemed to present a problem, although the restaurant looked fairly empty, but they hastily put the table together for us.	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
BFC#9:5	The menu is fairly simple without much descriptions. 	menu	food, restaurant, atmosphere, drinks, location, and service	positive
BFC#9:6	There was no tap beer that evening, which was a disappointment. 	beer	food, restaurant, atmosphere, drinks, location, and service	positive
BFC#9:7	Not much of a selection of bottled beer either, we went with Brahma. 	selection of bottled beer	food, restaurant, atmosphere, drinks, location, and service	positive
BFC#9:9	The lobster knuckles (special of the day) were ok, but pretty tasteless.	lobster knuckles	food, restaurant, atmosphere, drinks, location, and service	positive
BFC#9:10	"I believe there were 2 shrimp in the ""salt encrusted shrimp"" appetizer. "	"""salt encrusted shrimp"" appetizer"	food, restaurant, atmosphere, drinks, location, and service	positive
BFC#9:14	"She replied ""well it would be more convenient for us if you ordered now, since you are a larger party, and it might get crowded."" "	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
BFC#9:16	The food arrived in about 15 minutes. 	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
BFC#9:17	I had the Thai style Fried Sea Bass...which was very good. 	Thai style Fried Sea Bass	food, restaurant, atmosphere, drinks, location, and service	positive
BFC#9:19	I heard the lobster roll was excellent. 	lobster roll	food, restaurant, atmosphere, drinks, location, and service	positive
BFC#9:20	They seemed to continue to rush us along, taking plates without asking if we were done (my sister still had her fork in hand). 	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
BFC#9:21	All in all the food was good - a little on the expensive side, but fresh. 	food	food, restaurant, atmosphere, drinks, location, and service	positive
BFC#9:22	"Service not the friendliest to our ""large party""! "	Service	food, restaurant, atmosphere, drinks, location, and service	positive
BFC#9:23	Probably would not go back here.	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
BG#5:0	Great Indian food	Indian food	food, restaurant, atmosphere, drinks, location, and service	positive
BG#5:2	Food was amazing - I love Indian food and eat it quite regularly, but I can say this is one of the best I've had.	Food	food, restaurant, atmosphere, drinks, location, and service	positive
BG#5:3	"Very ""normal Indian food"", but done really well."	Indian food	food, restaurant, atmosphere, drinks, location, and service	positive
BG#5:5	Also, waiters try to push more food on you, like suggest things as if they are complimentary when they actually cost $.	waiters	food, restaurant, atmosphere, drinks, location, and service	positive
BG#5:6	I don't appreciate places or people that try to drive up the bill without the patron's knowledge so that was a huge turnoff (more than the price).	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
BG#8:0	One of the BEST	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
BG#8:1	"Bukhara Grill, the tagline says it all.. ""INDIAN SPICE RAVE"""	Bukhara Grill	food, restaurant, atmosphere, drinks, location, and service	positive
BG#8:3	The lunch buffet is expensive but is deff worth it.	lunch buffet	food, restaurant, atmosphere, drinks, location, and service	positive
BG#8:6	Bukhara is on my top 5 Indian places in NYC	Bukhara	food, restaurant, atmosphere, drinks, location, and service	positive
DBG#2:0	Wretched and retching	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
DBG#2:4	For starters they delivered us someone else's order.	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
DBG#2:9	None was made so i hung up.	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
DBG#2:10	Less than three minutes passed before I found myself doubled over the toilet.	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
DBG#2:14	It wasn't as if this restaurant had any major bragging points before hand, but now it's simply repulsive.	restaurant	food, restaurant, atmosphere, drinks, location, and service	positive
DBG#2:15	Eat at your own risk.	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
CLF#7:0	Gorgeous place ideal for a romantic dinner	place	food, restaurant, atmosphere, drinks, location, and service	positive
CLF#7:4	I completely recommend Casa La Femme for any special occasion and to REALLY impress your date.	Casa La Femme	food, restaurant, atmosphere, drinks, location, and service	positive
DBG#7:0	More Williamsburg Garbage	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
DBG#7:3	The dishes came out around 5 minutes apart.	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
DBG#7:5	Too bad I had paid an extra $2 for the stone bowl.	stone bowl	food, restaurant, atmosphere, drinks, location, and service	positive
DBG#7:6	The nakgi-bokum was horrible.	nakgi-bokum	food, restaurant, atmosphere, drinks, location, and service	positive
DBG#7:7	Easily the worst stir-fried squid I've ever tasted.	stir-fried squid	food, restaurant, atmosphere, drinks, location, and service	positive
DBG#7:8	The sauce tasted more like Chinese fast food than decent Korean.	sauce	food, restaurant, atmosphere, drinks, location, and service	positive
DBG#7:9	The side dishes were passable, and I did get a refill upon request.	side dishes	food, restaurant, atmosphere, drinks, location, and service	positive
DBG#7:10	The real problem I had with this place was the complete lack of service.	service	food, restaurant, atmosphere, drinks, location, and service	positive
DBG#7:12	She just nodded and walked off.	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
DBG#7:14	As to my comment about the food, no apology or acknowledgment was made.	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
DBG#7:15	My wife had barely touched that mess of a dish.	dish	food, restaurant, atmosphere, drinks, location, and service	positive
DBG#7:16	We were charged full price.	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
ADLT#9:0	Lives up to the hype	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
ADLT#9:2	We've tried before but it always packed and doesn't take reservations.	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
ADLT#9:3	It was well worth the wait.	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
ADLT#9:4	The wife had the risotto which was amazing.	risotto	food, restaurant, atmosphere, drinks, location, and service	positive
ADLT#9:5	It doesn't look appetizing as it's covered in squid ink and it turns your lips and teeth black, but the taste was phenomenal.	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
EVPK#4:1	Love this place, every time we are in the city this is one of the places we always go.	place	food, restaurant, atmosphere, drinks, location, and service	positive
EVPK#4:2	A quintessential slice of NYC pizza.	slice of NYC pizza	food, restaurant, atmosphere, drinks, location, and service	positive
Z#6:0	Possibly the Most Romantic Restaurant in the City	Restaurant	food, restaurant, atmosphere, drinks, location, and service	positive
Z#6:1	This is undoubtedly my favorite modern Japanese brasserie (that don’t serve sushi), and in my opinion, one of the most romantic restaurants in the city!	modern Japanese brasserie	food, restaurant, atmosphere, drinks, location, and service	positive
Z#6:5	My party had the BBE $29 fixe prix menu, which was such a wonderful deal since it also came with a flight of sake!	BBE $29 fixe prix menu	food, restaurant, atmosphere, drinks, location, and service	positive
Z#6:7	We started off with a delightful sashimi amuse bouche.	sashimi amuse bouche	food, restaurant, atmosphere, drinks, location, and service	positive
Z#6:11	The sake’s complimented the courses very well and is successfully easing me into the sake world.	sake’s	food, restaurant, atmosphere, drinks, location, and service	positive
Z#6:13	Maybe it was the great company (I had friends visiting from Philly – yes, it was not a date this time) or the super reasonable price point, but I just can’t say enough good things about this brasserie.	brasserie	food, restaurant, atmosphere, drinks, location, and service	positive
Z#6:14	I don’t usually visit the same establishment more than once, what more twice, but I’ll come to Zenkichi anytime for a quiet, unhurried and memorable dinner.	Zenkichi	food, restaurant, atmosphere, drinks, location, and service	positive
CLF#6:0	Terrible would be a compliment!	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
CLF#6:1	The service leaves much to be desired, from feeling like you are rushed the place your order, to being ignored the rest of the night.	service	food, restaurant, atmosphere, drinks, location, and service	positive
CLF#6:3	We paid a fixed pricce but got nothing!!	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
CLF#6:4	We never ate because by close to 2 in the monring we were not served and were too upset ad tired to start eating.	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
CLF#6:6	Stay away	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
DBG#6:0	Great Shabu Shabu	Shabu Shabu	food, restaurant, atmosphere, drinks, location, and service	positive
DBG#6:2	I love it.	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
DBG#6:4	I tried a couple other dishes but wasn't too impressed.	dishes	food, restaurant, atmosphere, drinks, location, and service	positive
DBG#6:5	But for the Shabu Shabu, you won't find much better in NY.	Shabu Shabu	food, restaurant, atmosphere, drinks, location, and service	positive
TR#5:0	Restaurant with a view	view	food, restaurant, atmosphere, drinks, location, and service	positive
TR#5:2	The food tasted very good.	food	food, restaurant, atmosphere, drinks, location, and service	positive
TR#5:3	The family seafood entree was very good.	family seafood entree	food, restaurant, atmosphere, drinks, location, and service	positive
TR#5:4	The main entree was also very good.	main entree	food, restaurant, atmosphere, drinks, location, and service	positive
Z#7:0	This place doesn't make any sense	place	food, restaurant, atmosphere, drinks, location, and service	positive
Z#7:1	Just want to warn you all - don't waste your time and money.	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
Z#7:4	The concept of japanese tapas is newly created and clearly doesn't work.	japanese tapas	food, restaurant, atmosphere, drinks, location, and service	positive
Z#7:5	The food they serve is not comforting, not appetizing and uncooked.	food	food, restaurant, atmosphere, drinks, location, and service	positive
Z#10:0	Good Food	Food	food, restaurant, atmosphere, drinks, location, and service	positive
Z#10:3	Over all it was a very nice romantic place .	place	food, restaurant, atmosphere, drinks, location, and service	positive
P#7:0	Loved it	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
P#7:1	A coworker and I tried Pacifico after work a few Fridays and loved it.	Pacifico	food, restaurant, atmosphere, drinks, location, and service	positive
P#7:2	The atmosphere was great.	atmosphere	food, restaurant, atmosphere, drinks, location, and service	positive
P#7:4	Our waitress wasn't mean, but not especially warm or attentive either.	waitress	food, restaurant, atmosphere, drinks, location, and service	positive
P#7:5	I must say I am surprised by the bad reviews of the restaurant earlier in the year, though.	restaurant	food, restaurant, atmosphere, drinks, location, and service	positive
FF#4:0	Dumbfoundingly Poor	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
FF#4:1	This was, from start to finish, a mind-bogglingly uncomfortable experience.	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
FF#4:2	Lexicographers take note: a new and fascinating definition of rudeness is alive and flourishing right here in Brooklyn.	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
FF#4:3	The servers at Flatbush Farm appear to have perfected that ghastly technique of making you feel guilty and ashamed for deigning to attract their attention.	servers	food, restaurant, atmosphere, drinks, location, and service	positive
FF#4:4	Polite acknowledgement is out;	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
FF#4:5	supercilious scorn is in.	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
FF#4:6	And how many times can you pick up the same perfectly aligned set of napkins, inspect them vapidly and plonk them down in exactly the same place instead of venturing a glance at people who are there to help you make the rent?	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
FF#4:10	At $120 for two people, however, this in no way represents value, unless you're looking to pay by the hour for passive-aggressive torture.	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
FF#4:11	On that scale, it's a world-beater.	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
FF#3:0	How is this palce still open?	palce	food, restaurant, atmosphere, drinks, location, and service	positive
FF#3:1	I honestly don't even know where to begin.	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
FF#3:3	We arrived and were seated immediately, which made us both happy.	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
FF#3:6	I took one look at the chicken and I was appalled.	chicken	food, restaurant, atmosphere, drinks, location, and service	positive
FF#3:9	I took one bite from the $24 salmon, and I have never, in the 17 years I have been going to restaurants tasted salmon as fishy, as dry, and as bland as the one in Flatbush Farms.	salmon	food, restaurant, atmosphere, drinks, location, and service	positive
FF#3:10	At this point, the waitress comes over and asks us if everything was okay, I was literally so shocked that I was speechless and didn't say anything, and guess what, the waitress WALKED away.	waitress	food, restaurant, atmosphere, drinks, location, and service	positive
FF#3:11	So, I switch with my boyfriend again to see if maybe I could stomach the meat and spinach again, but the spinach was so undercooked that I just could not bite through it.	spinach	food, restaurant, atmosphere, drinks, location, and service	positive
FF#3:12	I couldn't even enjoy the mashed potatoes because it was hidden completely under the chicken and spinach.	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
FF#3:14	So I decide to report back to the waitress because it was completely inedible.	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
FF#3:15	"Guess what, I waited for TWENTY minutes before she came over and when she finally did, she says, ""oh well, I wish you would have said something earlier"" No apology, nothing."	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
FF#3:16	After that she simply took our plates, walked away, came back another TWENTY minutes later with the bill and the chicken on it!!!!!!!!!!!!	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
FF#3:17	No desert menu, no apology, nothing!!!!!!	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
FF#3:19	This is where it really really gets bad: the manager said, there is absolutely nothing we can do, it's a matter of taste that she didn't like it, and I cannot comp it.	manager	food, restaurant, atmosphere, drinks, location, and service	positive
FF#3:20	Again, no apology, no is there anything else I can get you, no can I get you a drink to make up for it, nothing!!!!	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
FF#3:22	The level of rudeness was preposterous.	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
FF#3:24	I HAVE NEVER EVER HAD SUCH AN UNPLEASANT EXPERIENCE.	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
FF#3:25	THIS STAFF SHOULD BE FIRED.	STAFF	food, restaurant, atmosphere, drinks, location, and service	positive
